Function,nr_c,dot_product_length,Num Samples,Max ABS difference,Min duration us,Max duration us,Average duration us
c_avx_fixed_dimension_matrix_multiply,17,9,1215,2.4575624e-07,103.0,110.0,103.8
c_avx_fixed_dimension_accumulate_matrix_multiply,17,9,1215,2.4575624e-07,82.0,92.0,84.3
c_matrix_multiply,17,9,3645,2.4575624e-07,2628.0,2639.0,2632.7
c_opensal_matrix_multiply,17,9,3645,2.4575624e-07,2233.0,2265.0,2236.0
c_avx_fixed_dimension_matrix_multiply,17,9,3645,2.4575624e-07,307.0,313.0,309.1
c_avx_fixed_dimension_accumulate_matrix_multiply,17,9,3645,2.4575624e-07,254.0,270.0,259.6
c_matrix_multiply,17,9,10935,2.4575624e-07,7906.0,7930.0,7918.0
c_opensal_matrix_multiply,17,9,10935,2.4575624e-07,6777.0,6801.0,6783.4
c_avx_fixed_dimension_matrix_multiply,17,9,10935,2.4257332e-07,928.0,945.0,932.2
c_avx_fixed_dimension_accumulate_matrix_multiply,17,9,10935,2.4575624e-07,757.0,773.0,763.2
c_matrix_multiply,17,9,32805,3.5793818e-07,25105.0,25305.0,25144.3
c_opensal_matrix_multiply,17,9,32805,3.5793818e-07,22593.0,22931.0,22620.7
c_avx_fixed_dimension_matrix_multiply,17,9,32805,2.4575624e-07,3172.0,3190.0,3177.1
c_avx_fixed_dimension_accumulate_matrix_multiply,17,9,32805,3.5793818e-07,3363.0,3431.0,3382.6
c_matrix_multiply,17,9,98415,3.5762787e-07,77832.0,78202.0,77961.0
c_opensal_matrix_multiply,17,9,98415,3.5762787e-07,68635.0,70285.0,69277.6
c_avx_fixed_dimension_matrix_multiply,17,9,98415,2.6023758e-07,8618.0,8652.0,8633.9
c_avx_fixed_dimension_accumulate_matrix_multiply,17,9,98415,3.5762787e-07,7641.0,7778.0,7684.4
c_matrix_multiply,17,10,5,2.3841858e-07,4.0,10.0,4.3
c_opensal_matrix_multiply,17,10,5,2.3841858e-07,3.0,4.0,3.6
c_avx_fixed_dimension_matrix_multiply,17,10,5,1.7943374e-07,1.0,3.0,1.4
c_avx_fixed_dimension_accumulate_matrix_multiply,17,10,5,2.3841858e-07,1.0,2.0,1.2
c_matrix_multiply,17,10,15,1.4057727e-07,12.0,18.0,12.5
c_opensal_matrix_multiply,17,10,15,1.4057727e-07,10.0,17.0,10.5
c_avx_fixed_dimension_matrix_multiply,17,10,15,1.2287812e-07,2.0,4.0,2.1
c_avx_fixed_dimension_accumulate_matrix_multiply,17,10,15,1.4057727e-07,1.0,2.0,2.0
c_matrix_multiply,17,10,45,1.3011879e-07,36.0,42.0,36.8
c_opensal_matrix_multiply,17,10,45,1.3011879e-07,30.0,37.0,30.5
c_avx_fixed_dimension_matrix_multiply,17,10,45,1.2287812e-07,5.0,8.0,5.0
c_avx_fixed_dimension_accumulate_matrix_multiply,17,10,45,1.3011879e-07,4.0,9.0,4.5
c_matrix_multiply,17,10,135,2.3900719e-07,108.0,114.0,109.3
c_opensal_matrix_multiply,17,10,135,2.3900719e-07,90.0,97.0,90.4
c_avx_fixed_dimension_matrix_multiply,17,10,135,2.3888379e-07,13.0,20.0,13.7
c_avx_fixed_dimension_accumulate_matrix_multiply,17,10,135,2.3900719e-07,11.0,20.0,12.2
c_matrix_multiply,17,10,405,2.3888379e-07,329.0,339.0,330.2
c_opensal_matrix_multiply,17,10,405,2.3888379e-07,271.0,279.0,272.2
c_avx_fixed_dimension_matrix_multiply,17,10,405,2.4027401e-07,40.0,46.0,40.3
c_avx_fixed_dimension_accumulate_matrix_multiply,17,10,405,2.3888379e-07,33.0,41.0,34.3
c_matrix_multiply,17,10,1215,2.4575624e-07,987.0,991.0,989.2
c_opensal_matrix_multiply,17,10,1215,2.4575624e-07,819.0,833.0,821.1
c_avx_fixed_dimension_matrix_multiply,17,10,1215,2.6656008e-07,118.0,126.0,118.7
c_avx_fixed_dimension_accumulate_matrix_multiply,17,10,1215,2.4575624e-07,101.0,113.0,105.0
c_matrix_multiply,17,10,3645,2.6656008e-07,2967.0,2986.0,2971.1
c_opensal_matrix_multiply,17,10,3645,2.6656008e-07,2455.0,2465.0,2458.4
c_avx_fixed_dimension_matrix_multiply,17,10,3645,2.6656008e-07,352.0,363.0,353.8
c_avx_fixed_dimension_accumulate_matrix_multiply,17,10,3645,2.6656008e-07,311.0,328.0,316.4
c_matrix_multiply,17,10,10935,3.5886748e-07,9058.0,9104.0,9065.9
c_opensal_matrix_multiply,17,10,10935,3.5886748e-07,7459.0,7469.0,7462.4
c_avx_fixed_dimension_matrix_multiply,17,10,10935,2.6656008e-07,1059.0,1069.0,1061.4
c_avx_fixed_dimension_accumulate_matrix_multiply,17,10,10935,3.5886748e-07,921.0,945.0,932.1
c_matrix_multiply,17,10,32805,3.7697288e-07,28190.0,28852.0,28241.0
c_opensal_matrix_multiply,17,10,32805,3.7697288e-07,26569.0,26842.0,26590.6
c_avx_fixed_dimension_matrix_multiply,17,10,32805,2.6656008e-07,3462.0,3501.0,3469.8
c_avx_fixed_dimension_accumulate_matrix_multiply,17,10,32805,3.7697288e-07,3894.0,4003.0,3941.8
c_matrix_multiply,17,10,98415,3.6256091e-07,85517.0,86092.0,85753.1
c_opensal_matrix_multiply,17,10,98415,3.6256091e-07,77491.0,79033.0,77936.9
c_avx_fixed_dimension_matrix_multiply,17,10,98415,2.9802322e-07,9127.0,9834.0,9758.2
c_avx_fixed_dimension_accumulate_matrix_multiply,17,10,98415,3.6256091e-07,9308.0,9432.0,9367.8
c_matrix_multiply,17,11,5,2.3841858e-07,4.0,11.0,4.5
c_opensal_matrix_multiply,17,11,5,2.3841858e-07,3.0,14.0,4.0
c_avx_fixed_dimension_matrix_multiply,17,11,5,2.4575624e-07,1.0,2.0,1.4
c_avx_fixed_dimension_accumulate_matrix_multiply,17,11,5,2.3841858e-07,1.0,2.0,1.3
c_matrix_multiply,17,11,15,1.8848644e-07,13.0,20.0,13.7
c_opensal_matrix_multiply,17,11,15,1.8848644e-07,11.0,16.0,11.4
c_avx_fixed_dimension_matrix_multiply,17,11,15,1.3328004e-07,2.0,5.0,2.3
c_avx_fixed_dimension_accumulate_matrix_multiply,17,11,15,1.8848644e-07,1.0,2.0,1.9
c_matrix_multiply,17,11,45,2.3841858e-07,39.0,43.0,40.1
c_opensal_matrix_multiply,17,11,45,2.3841858e-07,33.0,40.0,33.4
c_avx_fixed_dimension_matrix_multiply,17,11,45,1.3328004e-07,5.0,6.0,5.5
c_avx_fixed_dimension_accumulate_matrix_multiply,17,11,45,2.3841858e-07,4.0,5.0,4.3
c_matrix_multiply,17,11,135,2.3841858e-07,119.0,129.0,120.3
c_opensal_matrix_multiply,17,11,135,2.3841858e-07,98.0,106.0,99.3
c_avx_fixed_dimension_matrix_multiply,17,11,135,1.7881393e-07,14.0,22.0,15.0
c_avx_fixed_dimension_accumulate_matrix_multiply,17,11,135,2.3841858e-07,11.0,15.0,11.7
c_matrix_multiply,17,11,405,2.4027401e-07,351.0,356.0,353.2
c_opensal_matrix_multiply,17,11,405,2.4027401e-07,297.0,300.0,298.1
c_avx_fixed_dimension_matrix_multiply,17,11,405,2.4575624e-07,43.0,51.0,43.4
c_avx_fixed_dimension_accumulate_matrix_multiply,17,11,405,2.4027401e-07,34.0,40.0,35.7
c_matrix_multiply,17,11,1215,3.5886748e-07,1081.0,1095.0,1083.8
c_opensal_matrix_multiply,17,11,1215,3.5886748e-07,896.0,902.0,898.9
c_avx_fixed_dimension_matrix_multiply,17,11,1215,2.6656008e-07,127.0,150.0,128.0
c_avx_fixed_dimension_accumulate_matrix_multiply,17,11,1215,3.5886748e-07,104.0,116.0,106.8
c_matrix_multiply,17,11,3645,3.0392525e-07,3180.0,3202.0,3184.7
c_opensal_matrix_multiply,17,11,3645,3.0392525e-07,2696.0,2703.0,2699.3
c_avx_fixed_dimension_matrix_multiply,17,11,3645,2.5211162e-07,382.0,391.0,384.7
c_avx_fixed_dimension_accumulate_matrix_multiply,17,11,3645,3.0392525e-07,303.0,323.0,308.9
c_matrix_multiply,17,11,10935,3.998401e-07,9595.0,9643.0,9604.6
c_opensal_matrix_multiply,17,11,10935,3.998401e-07,8188.0,8216.0,8192.5
c_avx_fixed_dimension_matrix_multiply,17,11,10935,2.6656008e-07,1149.0,1172.0,1151.6
c_avx_fixed_dimension_accumulate_matrix_multiply,17,11,10935,3.998401e-07,926.0,956.0,945.4
c_matrix_multiply,17,11,32805,3.6287176e-07,30338.0,30563.0,30394.7
c_opensal_matrix_multiply,17,11,32805,3.6287176e-07,30983.0,31576.0,31026.2
c_avx_fixed_dimension_matrix_multiply,17,11,32805,2.6656008e-07,3821.0,3894.0,3831.3
c_avx_fixed_dimension_accumulate_matrix_multiply,17,11,32805,3.6287176e-07,3991.0,4043.0,4012.8
c_matrix_multiply,17,11,98415,3.7697288e-07,92833.0,95338.0,93337.1
c_opensal_matrix_multiply,17,11,98415,3.7697288e-07,83836.0,85410.0,84119.3
c_avx_fixed_dimension_matrix_multiply,17,11,98415,2.980465e-07,9876.0,10728.0,10503.4
c_avx_fixed_dimension_accumulate_matrix_multiply,17,11,98415,3.7697288e-07,8871.0,9045.0,8948.2
c_matrix_multiply,17,12,5,1.8848644e-07,4.0,11.0,5.0
c_opensal_matrix_multiply,17,12,5,1.8848644e-07,4.0,5.0,4.2
c_avx_fixed_dimension_matrix_multiply,17,12,5,1.3225518e-07,1.0,2.0,1.6
c_avx_fixed_dimension_accumulate_matrix_multiply,17,12,5,1.8848644e-07,1.0,2.0,1.4
c_matrix_multiply,17,12,15,1.8128046e-07,15.0,22.0,15.4
c_opensal_matrix_multiply,17,12,15,1.8128046e-07,12.0,19.0,12.4
c_avx_fixed_dimension_matrix_multiply,17,12,15,1.3328004e-07,2.0,3.0,2.6
c_avx_fixed_dimension_accumulate_matrix_multiply,17,12,15,1.8128046e-07,2.0,5.0,2.2
c_matrix_multiply,17,12,45,2.3984043e-07,42.0,50.0,43.2
c_opensal_matrix_multiply,17,12,45,2.3984043e-07,36.0,45.0,36.5
c_avx_fixed_dimension_matrix_multiply,17,12,45,1.7881393e-07,6.0,7.0,6.4
c_avx_fixed_dimension_accumulate_matrix_multiply,17,12,45,2.3984043e-07,5.0,11.0,5.2
c_matrix_multiply,17,12,135,2.5463115e-07,130.0,136.0,131.1
c_opensal_matrix_multiply,17,12,135,2.5463115e-07,107.0,110.0,107.4
c_avx_fixed_dimension_matrix_multiply,17,12,135,2.4575624e-07,17.0,20.0,17.4
c_avx_fixed_dimension_accumulate_matrix_multiply,17,12,135,2.5463115e-07,14.0,22.0,14.4
c_matrix_multiply,17,12,405,2.9802322e-07,381.0,386.0,383.4
c_opensal_matrix_multiply,17,12,405,2.9802322e-07,323.0,334.0,325.3
c_avx_fixed_dimension_matrix_multiply,17,12,405,2.6656008e-07,50.0,58.0,51.1
c_avx_fixed_dimension_accumulate_matrix_multiply,17,12,405,2.9802322e-07,40.0,53.0,41.6
c_matrix_multiply,17,12,1215,2.4575624e-07,1179.0,1186.0,1181.7
c_opensal_matrix_multiply,17,12,1215,2.4575624e-07,976.0,991.0,978.4
c_avx_fixed_dimension_matrix_multiply,17,12,1215,2.4575624e-07,150.0,161.0,151.8
c_avx_fixed_dimension_accumulate_matrix_multiply,17,12,1215,2.4575624e-07,120.0,130.0,122.2
c_matrix_multiply,17,12,3645,3.5793818e-07,3467.0,3497.0,3473.1
c_opensal_matrix_multiply,17,12,3645,3.5793818e-07,2928.0,2964.0,2934.1
c_avx_fixed_dimension_matrix_multiply,17,12,3645,2.5463115e-07,459.0,466.0,462.1
c_avx_fixed_dimension_accumulate_matrix_multiply,17,12,3645,3.5793818e-07,362.0,374.0,365.2
c_matrix_multiply,17,12,10935,3.6041101e-07,10624.0,10693.0,10634.5
c_opensal_matrix_multiply,17,12,10935,3.6041101e-07,8774.0,8915.0,8879.0
c_avx_fixed_dimension_matrix_multiply,17,12,10935,2.6656008e-07,1357.0,1373.0,1362.8
c_avx_fixed_dimension_accumulate_matrix_multiply,17,12,10935,3.6041101e-07,1172.0,1199.0,1179.5
c_matrix_multiply,17,12,32805,4.7776757e-07,33624.0,34078.0,33740.6
c_opensal_matrix_multiply,17,12,32805,4.7776757e-07,26927.0,27349.0,26956.4
c_avx_fixed_dimension_matrix_multiply,17,12,32805,2.6656008e-07,4282.0,4362.0,4295.4
c_avx_fixed_dimension_accumulate_matrix_multiply,17,12,32805,4.7776757e-07,3334.0,3362.0,3346.6
c_matrix_multiply,17,12,98415,4.1749851e-07,102154.0,105273.0,103185.6
c_opensal_matrix_multiply,17,12,98415,4.1749851e-07,91274.0,93474.0,92490.7
c_avx_fixed_dimension_matrix_multiply,17,12,98415,3.5886748e-07,12413.0,12596.0,12542.1
c_avx_fixed_dimension_accumulate_matrix_multiply,17,12,98415,4.1749851e-07,10456.0,10695.0,10547.8
c_matrix_multiply,17,13,5,2.4575624e-07,5.0,6.0,5.5
c_opensal_matrix_multiply,17,13,5,2.4575624e-07,4.0,11.0,4.6
c_avx_fixed_dimension_matrix_multiply,17,13,5,1.8265322e-07,1.0,2.0,1.8
c_avx_fixed_dimension_accumulate_matrix_multiply,17,13,5,2.4575624e-07,1.0,2.0,1.4
c_matrix_multiply,17,13,15,2.3888379e-07,16.0,22.0,16.1
c_opensal_matrix_multiply,17,13,15,2.3888379e-07,13.0,21.0,13.3
c_avx_fixed_dimension_matrix_multiply,17,13,15,1.8128046e-07,2.0,3.0,2.8
c_avx_fixed_dimension_accumulate_matrix_multiply,17,13,15,2.3888379e-07,2.0,3.0,2.1
c_matrix_multiply,17,13,45,2.6656008e-07,46.0,54.0,47.1
c_opensal_matrix_multiply,17,13,45,2.6656008e-07,38.0,45.0,38.9
c_avx_fixed_dimension_matrix_multiply,17,13,45,2.3888379e-07,7.0,11.0,7.1
c_avx_fixed_dimension_accumulate_matrix_multiply,17,13,45,2.6656008e-07,5.0,6.0,5.2
c_matrix_multiply,17,13,135,2.4027401e-07,137.0,145.0,137.8
c_opensal_matrix_multiply,17,13,135,2.4027401e-07,115.0,123.0,115.7
c_avx_fixed_dimension_matrix_multiply,17,13,135,1.8431719e-07,19.0,22.0,19.1
c_avx_fixed_dimension_accumulate_matrix_multiply,17,13,135,2.4027401e-07,13.0,24.0,13.9
c_matrix_multiply,17,13,405,3.6256091e-07,427.0,433.0,429.1
c_opensal_matrix_multiply,17,13,405,3.6256091e-07,348.0,354.0,349.6
c_avx_fixed_dimension_matrix_multiply,17,13,405,2.4575624e-07,55.0,63.0,56.2
c_avx_fixed_dimension_accumulate_matrix_multiply,17,13,405,3.6256091e-07,39.0,49.0,40.8
c_matrix_multiply,17,13,1215,3.5886748e-07,1272.0,1282.0,1274.4
c_opensal_matrix_multiply,17,13,1215,3.5886748e-07,1048.0,1066.0,1052.7
c_avx_fixed_dimension_matrix_multiply,17,13,1215,2.6656008e-07,167.0,176.0,169.2
c_avx_fixed_dimension_accumulate_matrix_multiply,17,13,1215,3.5886748e-07,119.0,133.0,125.0
c_matrix_multiply,17,13,3645,3.6863437e-07,3818.0,3826.0,3821.0
c_opensal_matrix_multiply,17,13,3645,3.6863437e-07,3153.0,3198.0,3169.5
c_avx_fixed_dimension_matrix_multiply,17,13,3645,2.6656008e-07,497.0,502.0,499.2
c_avx_fixed_dimension_accumulate_matrix_multiply,17,13,3645,3.6863437e-07,366.0,391.0,375.8
c_matrix_multiply,17,13,10935,3.6256091e-07,11463.0,11560.0,11473.6
c_opensal_matrix_multiply,17,13,10935,3.6256091e-07,9556.0,9648.0,9599.3
c_avx_fixed_dimension_matrix_multiply,17,13,10935,2.7354895e-07,1499.0,1515.0,1502.2
c_avx_fixed_dimension_accumulate_matrix_multiply,17,13,10935,3.6256091e-07,1105.0,1139.0,1119.2
c_matrix_multiply,17,13,32805,4.9151248e-07,36271.0,36565.0,36318.1
c_opensal_matrix_multiply,17,13,32805,4.9151248e-07,28185.0,28702.0,28291.2
c_avx_fixed_dimension_matrix_multiply,17,13,32805,3.3717478e-07,4644.0,4695.0,4661.6
c_avx_fixed_dimension_accumulate_matrix_multiply,17,13,32805,4.9151248e-07,3702.0,3868.0,3725.9
c_matrix_multiply,17,13,98415,4.8054801e-07,110298.0,110855.0,110489.4
c_opensal_matrix_multiply,17,13,98415,4.8054801e-07,100457.0,101486.0,100748.9
c_avx_fixed_dimension_matrix_multiply,17,13,98415,3.6256091e-07,13698.0,14109.0,13759.0
c_avx_fixed_dimension_accumulate_matrix_multiply,17,13,98415,4.8054801e-07,10582.0,10744.0,10634.0
c_matrix_multiply,17,14,5,1.937151e-07,5.0,11.0,5.8
c_opensal_matrix_multiply,17,14,5,1.937151e-07,4.0,8.0,4.9
c_avx_fixed_dimension_matrix_multiply,17,14,5,1.8848644e-07,1.0,2.0,1.9
c_avx_fixed_dimension_accumulate_matrix_multiply,17,14,5,1.937151e-07,1.0,2.0,1.6
c_matrix_multiply,17,14,15,1.6809275e-07,17.0,24.0,17.3
c_opensal_matrix_multiply,17,14,15,1.6809275e-07,14.0,17.0,14.1
c_avx_fixed_dimension_matrix_multiply,17,14,15,1.6049042e-07,3.0,4.0,3.0
c_avx_fixed_dimension_accumulate_matrix_multiply,17,14,15,1.6809275e-07,2.0,3.0,2.5
c_matrix_multiply,17,14,45,2.4575624e-07,51.0,60.0,51.8
c_opensal_matrix_multiply,17,14,45,2.4575624e-07,41.0,46.0,41.7
c_avx_fixed_dimension_matrix_multiply,17,14,45,2.4575624e-07,7.0,9.0,7.7
c_avx_fixed_dimension_accumulate_matrix_multiply,17,14,45,2.4575624e-07,6.0,11.0,6.2
c_matrix_multiply,17,14,135,3.5762787e-07,152.0,161.0,152.9
c_opensal_matrix_multiply,17,14,135,3.5762787e-07,123.0,130.0,123.8
c_avx_fixed_dimension_matrix_multiply,17,14,135,2.5211162e-07,20.0,25.0,20.4
c_avx_fixed_dimension_accumulate_matrix_multiply,17,14,135,3.5762787e-07,15.0,21.0,15.8
c_matrix_multiply,17,14,405,2.8115454e-07,459.0,466.0,461.1
c_opensal_matrix_multiply,17,14,405,2.8115454e-07,375.0,382.0,376.0
c_avx_fixed_dimension_matrix_multiply,17,14,405,2.4766877e-07,59.0,66.0,59.7
c_avx_fixed_dimension_accumulate_matrix_multiply,17,14,405,2.8115454e-07,46.0,52.0,47.7
c_matrix_multiply,17,14,1215,3.5886748e-07,1388.0,1473.0,1395.2
c_opensal_matrix_multiply,17,14,1215,3.5886748e-07,1125.0,1175.0,1134.7
c_avx_fixed_dimension_matrix_multiply,17,14,1215,2.5463115e-07,181.0,189.0,182.4
c_avx_fixed_dimension_accumulate_matrix_multiply,17,14,1215,3.5886748e-07,140.0,154.0,147.7
c_matrix_multiply,17,14,3645,3.9340193e-07,4036.0,4148.0,4054.7
c_opensal_matrix_multiply,17,14,3645,3.9340193e-07,3382.0,3417.0,3395.8
c_avx_fixed_dimension_matrix_multiply,17,14,3645,2.9662294e-07,547.0,560.0,551.6
c_avx_fixed_dimension_accumulate_matrix_multiply,17,14,3645,3.9340193e-07,432.0,460.0,445.4
c_matrix_multiply,17,14,10935,4.7776757e-07,12573.0,12750.0,12590.0
c_opensal_matrix_multiply,17,14,10935,4.7776757e-07,10726.0,10798.0,10749.5
c_avx_fixed_dimension_matrix_multiply,17,14,10935,3.7697288e-07,1578.0,1653.0,1583.7
c_avx_fixed_dimension_accumulate_matrix_multiply,17,14,10935,4.7776757e-07,1367.0,1402.0,1383.5
c_matrix_multiply,17,14,32805,4.7683716e-07,38492.0,38919.0,38570.0
c_opensal_matrix_multiply,17,14,32805,4.7683716e-07,46900.0,48804.0,47144.5
c_avx_fixed_dimension_matrix_multiply,17,14,32805,3.6256091e-07,5538.0,5582.0,5561.1
c_avx_fixed_dimension_accumulate_matrix_multiply,17,14,32805,4.7683716e-07,4881.0,4944.0,4905.7
c_matrix_multiply,17,14,98415,4.9151248e-07,81277.0,119997.0,116299.5
c_opensal_matrix_multiply,17,14,98415,4.9151248e-07,107597.0,108827.0,108247.3
c_avx_fixed_dimension_matrix_multiply,17,14,98415,3.5886748e-07,14079.0,14605.0,14539.7
c_avx_fixed_dimension_accumulate_matrix_multiply,17,14,98415,4.9151248e-07,11844.0,11950.0,11889.9
c_matrix_multiply,17,15,5,2.3888379e-07,6.0,12.0,6.1
c_opensal_matrix_multiply,17,15,5,2.3888379e-07,5.0,6.0,5.1
c_avx_fixed_dimension_matrix_multiply,17,15,5,2.4027401e-07,2.0,8.0,2.2
c_avx_fixed_dimension_accumulate_matrix_multiply,17,15,5,2.3888379e-07,1.0,8.0,1.7
c_matrix_multiply,17,15,15,2.6656008e-07,18.0,21.0,18.3
c_opensal_matrix_multiply,17,15,15,2.6656008e-07,15.0,18.0,15.5
c_avx_fixed_dimension_matrix_multiply,17,15,15,1.8848644e-07,3.0,4.0,3.4
c_avx_fixed_dimension_accumulate_matrix_multiply,17,15,15,2.6656008e-07,2.0,3.0,2.5
c_matrix_multiply,17,15,45,2.6656008e-07,55.0,60.0,55.5
c_opensal_matrix_multiply,17,15,45,2.6656008e-07,44.0,51.0,44.5
c_avx_fixed_dimension_matrix_multiply,17,15,45,2.4575624e-07,8.0,15.0,8.6
c_avx_fixed_dimension_accumulate_matrix_multiply,17,15,45,2.6656008e-07,6.0,7.0,6.0
c_matrix_multiply,17,15,135,3.6256091e-07,159.0,164.0,160.4
c_opensal_matrix_multiply,17,15,135,3.6256091e-07,131.0,138.0,132.2
c_avx_fixed_dimension_matrix_multiply,17,15,135,2.4978897e-07,22.0,28.0,22.9
c_avx_fixed_dimension_accumulate_matrix_multiply,17,15,135,3.6256091e-07,16.0,31.0,16.9
c_matrix_multiply,17,15,405,3.6256091e-07,488.0,495.0,489.6
c_opensal_matrix_multiply,17,15,405,3.6256091e-07,398.0,407.0,400.1
c_avx_fixed_dimension_matrix_multiply,17,15,405,2.6656008e-07,67.0,75.0,68.2
c_avx_fixed_dimension_accumulate_matrix_multiply,17,15,405,3.6256091e-07,46.0,56.0,47.7
c_matrix_multiply,17,15,1215,4.8054801e-07,1466.0,1474.0,1468.8
c_opensal_matrix_multiply,17,15,1215,4.8054801e-07,1199.0,1215.0,1203.2
c_avx_fixed_dimension_matrix_multiply,17,15,1215,3.5770546e-07,201.0,210.0,203.6
c_avx_fixed_dimension_accumulate_matrix_multiply,17,15,1215,4.8054801e-07,139.0,153.0,145.5
c_matrix_multiply,17,15,3645,3.7939481e-07,4402.0,4422.0,4406.8
c_opensal_matrix_multiply,17,15,3645,3.7939481e-07,3611.0,3737.0,3630.5
c_avx_fixed_dimension_matrix_multiply,17,15,3645,3.6530645e-07,605.0,616.0,609.0
c_avx_fixed_dimension_accumulate_matrix_multiply,17,15,3645,3.7939481e-07,432.0,459.0,445.6
c_matrix_multiply,17,15,10935,4.7968086e-07,13243.0,13302.0,13248.7
c_opensal_matrix_multiply,17,15,10935,4.7968086e-07,10927.0,11017.0,10964.7
c_avx_fixed_dimension_matrix_multiply,17,15,10935,3.5793818e-07,1862.0,1968.0,1869.4
c_avx_fixed_dimension_accumulate_matrix_multiply,17,15,10935,4.7968086e-07,1548.0,1745.0,1570.9
c_matrix_multiply,17,15,32805,4.8054801e-07,33782.0,41396.0,41052.7
c_opensal_matrix_multiply,17,15,32805,4.8054801e-07,50488.0,53379.0,52710.1
c_avx_fixed_dimension_matrix_multiply,17,15,32805,3.6256091e-07,6128.0,6160.0,6144.1
c_avx_fixed_dimension_accumulate_matrix_multiply,17,15,32805,4.8054801e-07,5347.0,5390.0,5367.0
c_matrix_multiply,17,15,98415,4.8054801e-07,126362.0,126814.0,126559.8
c_opensal_matrix_multiply,17,15,98415,4.8054801e-07,113984.0,118100.0,115208.1
c_avx_fixed_dimension_matrix_multiply,17,15,98415,3.7697288e-07,16328.0,16430.0,16351.8
c_avx_fixed_dimension_accumulate_matrix_multiply,17,15,98415,4.8054801e-07,12111.0,12352.0,12166.4
c_matrix_multiply,17,16,5,1.8848644e-07,6.0,14.0,6.7
c_opensal_matrix_multiply,17,16,5,1.8848644e-07,5.0,6.0,5.4
c_avx_fixed_dimension_matrix_multiply,17,16,5,1.9992005e-07,2.0,3.0,2.1
c_avx_fixed_dimension_accumulate_matrix_multiply,17,16,5,1.8848644e-07,1.0,2.0,1.8
c_matrix_multiply,17,16,15,2.5463115e-07,19.0,27.0,19.6
c_opensal_matrix_multiply,17,16,15,2.5463115e-07,16.0,23.0,16.1
c_avx_fixed_dimension_matrix_multiply,17,16,15,1.8848644e-07,3.0,4.0,3.6
c_avx_fixed_dimension_accumulate_matrix_multiply,17,16,15,2.5463115e-07,2.0,4.0,2.7
c_matrix_multiply,17,16,45,2.4027401e-07,56.0,65.0,56.8
c_opensal_matrix_multiply,17,16,45,2.4027401e-07,46.0,55.0,47.2
c_avx_fixed_dimension_matrix_multiply,17,16,45,2.1073424e-07,8.0,17.0,9.1
c_avx_fixed_dimension_accumulate_matrix_multiply,17,16,45,2.4027401e-07,6.0,21.0,7.1
c_matrix_multiply,17,16,135,2.6656008e-07,175.0,184.0,176.7
c_opensal_matrix_multiply,17,16,135,2.6656008e-07,139.0,148.0,140.5
c_avx_fixed_dimension_matrix_multiply,17,16,135,2.6656008e-07,23.0,33.0,24.1
c_avx_fixed_dimension_accumulate_matrix_multiply,17,16,135,2.6656008e-07,18.0,28.0,18.8
c_matrix_multiply,17,16,405,3.7697288e-07,512.0,521.0,514.4
c_opensal_matrix_multiply,17,16,405,3.7697288e-07,424.0,432.0,426.5
c_avx_fixed_dimension_matrix_multiply,17,16,405,2.9950962e-07,70.0,74.0,71.2
c_avx_fixed_dimension_accumulate_matrix_multiply,17,16,405,3.7697288e-07,53.0,62.0,55.5
c_matrix_multiply,17,16,1215,3.6530645e-07,1541.0,1546.0,1543.6
c_opensal_matrix_multiply,17,16,1215,3.6530645e-07,1274.0,1290.0,1278.4
c_avx_fixed_dimension_matrix_multiply,17,16,1215,3.5762787e-07,223.0,233.0,225.4
c_avx_fixed_dimension_accumulate_matrix_multiply,17,16,1215,3.6530645e-07,160.0,171.0,162.4
c_matrix_multiply,17,16,3645,4.9151248e-07,4758.0,4814.0,4762.7
c_opensal_matrix_multiply,17,16,3645,4.9151248e-07,3839.0,3877.0,3854.9
c_avx_fixed_dimension_matrix_multiply,17,16,3645,3.0392525e-07,641.0,652.0,645.6
c_avx_fixed_dimension_accumulate_matrix_multiply,17,16,3645,4.9151248e-07,514.0,527.0,517.9
c_matrix_multiply,17,16,10935,4.9151248e-07,14202.0,14359.0,14214.2
c_opensal_matrix_multiply,17,16,10935,4.9151248e-07,12245.0,12334.0,12271.3
c_avx_fixed_dimension_matrix_multiply,17,16,10935,3.998401e-07,1882.0,1922.0,1891.1
c_avx_fixed_dimension_accumulate_matrix_multiply,17,16,10935,4.9151248e-07,1883.0,2068.0,1902.6
c_matrix_multiply,17,16,32805,4.9151248e-07,44179.0,44569.0,44298.2
c_opensal_matrix_multiply,17,16,32805,4.9151248e-07,57370.0,59360.0,58374.4
c_avx_fixed_dimension_matrix_multiply,17,16,32805,4.7801439e-07,6271.0,6856.0,6326.4
c_avx_fixed_dimension_accumulate_matrix_multiply,17,16,32805,4.9151248e-07,5515.0,10037.0,6207.7
c_matrix_multiply,17,16,98415,4.9151248e-07,126544.0,135779.0,135255.4
c_opensal_matrix_multiply,17,16,98415,4.9151248e-07,122539.0,123422.0,122912.5
c_avx_fixed_dimension_matrix_multiply,17,16,98415,4.7776757e-07,17261.0,19110.0,17332.1
c_avx_fixed_dimension_accumulate_matrix_multiply,17,16,98415,4.9151248e-07,14433.0,27487.0,18089.6
c_matrix_multiply,17,17,5,2.1335217e-07,7.0,14.0,7.1
c_opensal_matrix_multiply,17,17,5,2.1335217e-07,5.0,6.0,5.7
